"source","target","id","developer_comments"
"MSG_000_3_0","GRUUUDEEEE……！","MSG_000_3_0","机翻辅助：

GRUUUDEEEE……！

GRUUDGEEEE……！

GRUUUDGEEEE……！"
"MSG_000_5_0","咦？变身了？
可以这样吗？","MSG_000_5_0","机翻辅助：

咦？变身了？
可以这样吗？

诶，变身了吗？
有这种事吗？

啊，变了身？
有这种事吗？"
"MSG_000_7_0","唔……这样一来，
看来是没办法沟通了。","MSG_000_7_0","机翻辅助：

唔……这样一来，
看来是没办法沟通了。

唔……这样一来，好像已经谈不下去了。


嗯……这样的话，看来已经不能再商量了。"
"MSG_000_0","把自己的想法什么的，全部都舍弃掉，随波逐流……
这样真的好吗？","MSG_000_0","机翻辅助：

把自己的想法什么的，全部都舍弃掉，随波逐流……
这样真的好吗？

自己的想法，全部都被抛弃……
真的这样可以吗？

自己的想法什么的，全部扔掉随波逐流……
这样真的可以吗？"
"MSG_001_0","吵死了，闭嘴！
不这么做的话……我会……我会……","MSG_001_0","机翻辅助：

吵死了，闭嘴！
不这么做的话……我会……我会……

吵死了，闭嘴！
不这样做的话……我……我……"
"MSG_001_5_0","我只能……把你们干掉啦！","MSG_001_5_0","机翻辅助：

我只能……把你们干掉啦！

把你们……只能干了！

我只能做你们！"
"MSG_002_0","可恶，完全失控了……
快点醒来啊！！","MSG_002_0","机翻辅助：

可恶，完全失控了……
快点醒来啊！！

可恶，完全失控了……
闹钟！！

可恶，完全失控了……
醒醒吧！！"
"MSG_002_5_0","大家，摆好架势！","MSG_002_5_0","机翻辅助：

大家，摆好架势！

大家，准备好！

大家别管我！"
"MSG_003_0","呜呜……
果、果然……我还是……","MSG_003_0","机翻辅助：

呜呜……
果、果然……我还是……

呜呜……
啊，果然是……我……

不，果然……我……"
"MSG_004_0","什么嘛，事到如今……","MSG_004_0","机翻辅助：

什么嘛，事到如今……

什么啊，事到如今……

什么呀，事到如今……"
"MSG_005_0","这是多数决的结果吧。
还是说，你想被放逐？","MSG_005_0","机翻辅助：

这是多数决的结果吧。
还是说，你想被放逐？

多数表决决定了吧。
还是自己想被驱逐？

不是多数决就决定了吗？
还是想让自己被放逐？"
"MSG_006_0","不、不要……
我不要被放逐啊啊啊！","MSG_006_0","机翻辅助：

不、不要……
我不要被放逐啊啊啊！

讨厌，讨厌……
讨厌被放逐！

不，讨厌……
我讨厌被驱逐！"
"MSG_007_0","喂、喂……
已经……不能再继续了……","MSG_007_0","机翻辅助：

喂、喂……
已经……不能再继续了……

呐、呐……
已经……不能再……

已经……再也……"
