"source","target","id","developer_comments"
"BTL_MES_001_001_0","这时候不能输啊。","BTL_MES_001_001_0","机翻辅助：

这时候不能输啊。

这里不能输啊。"
"BTL_MES_001_002_0","＜只闻其声＞没问题，绝对会赢！","BTL_MES_001_002_0","机翻辅助：

＜只闻其声＞没问题，绝对会赢！

＜只有声音＞没关系，绝对会赢的！

“只有声音”没关系，绝对会赢的！"
"BTL_MES_001_003_0","F.O.E吗……
撤退比较好吧。","BTL_MES_001_003_0","机翻辅助：

F.O.E吗……
撤退比较好吧。

F.O.E啊……看来还是撤退比较好。


还是撤退比较好。"
"BTL_MES_001_004_0","＜只闻其声＞不能勉强啊……","BTL_MES_001_004_0","机翻辅助：

＜只闻其声＞不能勉强啊……

勉强<只有声音>是大忌……

<只有声音>不能勉强啊……"
"BTL_MES_001_005_0","虽然是F.O.E，
但如果是现在的我们，或许……","BTL_MES_001_005_0","机翻辅助：

虽然是F.O.E，
但如果是现在的我们，或许……

F.O.E但是，
现在的我们，或者……

如果是现在的我们，或者……"
"BTL_MES_001_006_0","是稀有暗影吗，这是个机会。","BTL_MES_001_006_0","机翻辅助：

是稀有暗影吗，这是个机会。

是稀有暗影还是机会。

稀有暗影啊，机会来了。"
"BTL_MES_001_007_0","＜只闻其声＞那就先打它吧……！","BTL_MES_001_007_0","机翻辅助：

＜只闻其声＞那就先打它吧……！

如果只是声音的话，首先瞄准吗……！

如果是“只有声音”，那就先瞄准吧……！"
"BTL_MES_001_008_0","＜语音＞导航，了解。","BTL_MES_001_008_0","机翻辅助：

＜语音＞导航，了解。

<只有声音>导航，明白了"
"BTL_MES_001_009_0","＜只闻其声＞嗯，理世了解！","BTL_MES_001_009_0","机翻辅助：

＜只闻其声＞嗯，理世了解！

“只有声音”啊，这是理世了解！

“只有声音”啊，理世明白了！"
"BTL_MES_001_010_0","＜只闻其声＞原来如此……
谢谢你，山岸同学。","BTL_MES_001_010_0","机翻辅助：

＜只闻其声＞原来如此……
谢谢你，山岸同学。

<只有声音>原来如此……
谢谢，山岸先生

<只有声音>原来如此……谢谢你，山岸先生"
"BTL_MES_001_011_0","真是个强敌啊……
这下不妙了吗？","BTL_MES_001_011_0","机翻辅助：

真是个强敌啊……
这下不妙了吗？

真是强敌啊……
这样不好吗？

强敌啊……
这样不好吗？"
"BTL_MES_001_012_0","＜只闻其声＞要战斗吗，还是……
怎么办？","BTL_MES_001_012_0","机翻辅助：

＜只闻其声＞要战斗吗，还是……
怎么办？

是战斗呢，还是……
怎么办？

<只有声音>战斗，还是……
怎么办？"
"BTL_MES_001_013_0","第一次见到这种敌人啊……
先找出弱点吧。","BTL_MES_001_013_0","机翻辅助：

第一次见到这种敌人啊……
先找出弱点吧。

第一次见到的敌人啊……
首先找出弱点。

这是第一次见到的敌人。"
"BTL_MES_001_014_0","＜只闻其声＞嗯，多试几次看看。","BTL_MES_001_014_0","机翻辅助：

＜只闻其声＞嗯，多试几次看看。

<只有声音>啊，试着做各种各样的事情吧

“只有声音”啊，试着做各种尝试吧"
"BTL_MES_001_015_0","好，别松懈了！","BTL_MES_001_015_0","机翻辅助：

好，别松懈了！

好了，别泄气！

好，不要松懈！"
"BTL_MES_001_016_0","＜只闻其声＞嗯，要上咯！","BTL_MES_001_016_0","机翻辅助：

＜只闻其声＞嗯，要上咯！

啊，走吧！

“只有声音”啊，走吧！"
"BTL_MES_001_017_0","赶快结束吧……","BTL_MES_001_017_0","机翻辅助：

赶快结束吧……

赶紧结束吧……"
"BTL_MES_001_018_0","＜只闻其声＞抱歉，我不会手下留情。","BTL_MES_001_018_0","机翻辅助：

＜只闻其声＞抱歉，我不会手下留情。

<只有声音>虽然不好，但不手下留情

“只有声音”虽然不好，但绝不马虎"
"BTL_MES_001_019_0","情况好像不太对劲……","BTL_MES_001_019_0","机翻辅助：

情况好像不太对劲……

情况好像变了……"
"BTL_MES_001_020_0","＜只闻其声＞状况不妙啊……","BTL_MES_001_020_0","机翻辅助：

＜只闻其声＞状况不妙啊……

<只有声音>情况不妙啊……

<只有声音>状况不妙啊……"
"BTL_MES_001_021_0","＜只闻其声＞唔，怎么办？","BTL_MES_001_021_0","机翻辅助：

＜只闻其声＞唔，怎么办？

“只有声音”，怎么办？

“只有声音”啊，怎么办？"
"BTL_MES_001_022_0","唔……！
这下不妙了……","BTL_MES_001_022_0","机翻辅助：

唔……！
这下不妙了……

哇……！
这太糟糕了……

呜……！
这可不妙啊……"
"BTL_MES_001_023_0","＜只闻其声＞大家没事吧？","BTL_MES_001_023_0","机翻辅助：

＜只闻其声＞大家没事吧？

大家没事吧？

“只有声音”大家没事吧？"
"BTL_MES_001_025_0","＜只闻其声＞得想想怎么恢复才行……","BTL_MES_001_025_0","机翻辅助：

＜只闻其声＞得想想怎么恢复才行……

<只有声音>不考虑恢复……

<只有声音>必须考虑恢复……"
"BTL_MES_001_026_0","＜只闻其声＞阳介，振作点！","BTL_MES_001_026_0","机翻辅助：

＜只闻其声＞阳介，振作点！

“只有声音”阳介，振作点！

<只有声音>阳介，振作起来！"
"BTL_MES_001_027_0","＜只闻其声＞千枝，没事吧？","BTL_MES_001_027_0","机翻辅助：

＜只闻其声＞千枝，没事吧？

千枝，没事吧？

“只有声音”千枝，你没事吧？"
"BTL_MES_001_028_0","＜只闻其声＞雪子，没事吧？","BTL_MES_001_028_0","机翻辅助：

＜只闻其声＞雪子，没事吧？

雪子，没事吧？

“只有声音”雪子，你没事吧？"
"BTL_MES_001_030_0","＜只闻其声＞完二，振作点！","BTL_MES_001_030_0","机翻辅助：

＜只闻其声＞完二，振作点！

“只有声音”完二，振作点！

完二，振作起来！"
"BTL_MES_001_031_0","＜只闻其声＞直斗，没事吧？","BTL_MES_001_031_0","机翻辅助：

＜只闻其声＞直斗，没事吧？

直斗，你没事吧？

“只有声音”直斗，你没事吧？"
"BTL_MES_001_032_0","＜只闻其声＞小熊，振作点！","BTL_MES_001_032_0","机翻辅助：

＜只闻其声＞小熊，振作点！

“只有声音”小熊，振作点！

＜只有声音＞小熊，振作起来！"
